myopia,averaged_posterior_probability
0.0,1.9852390314002687e-41
0.010101010101010102,1.2041836912097719e-40
0.020202020202020204,1.223250632886253e-40
0.030303030303030304,2.454268834275435e-40
0.04040404040404041,4.909262387702077e-40
0.05050505050505051,1.1806029310514907e-39
0.06060606060606061,3.883331732630487e-39
0.07070707070707072,5.35170543922327e-39
0.08080808080808081,2.2078242573302661e-38
0.09090909090909091,1.0859525810192836e-37
0.10101010101010102,1.5061954391690524e-37
0.11111111111111112,2.443261316842999e-37
0.12121212121212122,9.031091929408764e-37
0.13131313131313133,1.8980760229858392e-36
0.14141414141414144,8.739241515096959e-36
0.15151515151515152,2.978904749389224e-35
0.16161616161616163,3.4513047836312247e-35
0.17171717171717174,2.6420603454565743e-34
0.18181818181818182,6.296200988161017e-34
0.19191919191919193,1.1932249883953046e-33
0.20202020202020204,2.0059601818845198e-33
0.21212121212121213,3.218400283709974e-33
0.22222222222222224,8.461677760288066e-33
0.23232323232323235,3.799684200309319e-32
0.24242424242424243,8.985793662755037e-32
0.25252525252525254,1.7566421317803924e-31
0.26262626262626265,5.447607908855824e-31
0.27272727272727276,1.7875702326252286e-30
0.2828282828282829,1.759312437582113e-30
0.29292929292929293,1.3892430212374687e-29
0.30303030303030304,6.06012737440075e-29
0.31313131313131315,3.6873745952039354e-29
0.32323232323232326,1.3100778426940568e-28
0.33333333333333337,3.8417475864361728e-28
0.3434343434343435,2.010135871273963e-27
0.3535353535353536,3.2140571307073938e-27
0.36363636363636365,6.089355202830856e-27
0.37373737373737376,3.2203828253895395e-26
0.38383838383838387,5.070232469118689e-26
0.393939393939394,1.1011521436858857e-25
0.4040404040404041,4.8039133075808455e-25
0.4141414141414142,1.3196373564087568e-24
0.42424242424242425,1.7344982164201487e-24
0.43434343434343436,9.096026810619816e-24
0.4444444444444445,7.421541166669377e-24
0.4545454545454546,3.453568027099035e-23
0.4646464646464647,9.12397293804267e-23
0.4747474747474748,1.558080754511386e-22
0.48484848484848486,5.844752721784785e-22
0.494949494949495,1.652962648438492e-21
0.5050505050505051,3.09117070110931e-21
0.5151515151515152,6.4834610583927286e-21
0.5252525252525253,2.3718410005817877e-20
0.5353535353535354,6.07013859466576e-20
0.5454545454545455,1.5284151803111967e-19
0.5555555555555556,3.3978661687875493e-19
0.5656565656565657,1.3077054583140196e-18
0.5757575757575758,3.4141480306687383e-18
0.5858585858585859,7.982026758141265e-18
0.595959595959596,1.5901776385726777e-17
0.6060606060606061,3.153883898637931e-17
0.6161616161616162,7.287141557721572e-17
0.6262626262626263,3.6936977900229657e-16
0.6363636363636365,6.91133378435825e-16
0.6464646464646465,1.7916088576377147e-15
0.6565656565656566,3.9526529089984554e-15
0.6666666666666667,1.255733249278984e-14
0.6767676767676768,3.238917883595199e-14
0.686868686868687,5.6325565889298526e-14
0.696969696969697,1.8177571148886928e-13
0.7070707070707072,5.440221249463162e-13
0.7171717171717172,1.1432611964605521e-12
0.7272727272727273,3.752883856282465e-12
0.7373737373737375,6.643428916579779e-12
0.7474747474747475,2.446183355352489e-11
0.7575757575757577,5.0815333055595177e-11
0.7676767676767677,1.4423677050686642e-10
0.7777777777777778,3.7858396673060865e-10
0.787878787878788,8.947239804090562e-10
0.797979797979798,1.956435366849069e-09
0.8080808080808082,6.536690108661329e-09
0.8181818181818182,1.8661534398712522e-08
0.8282828282828284,3.720319940247553e-08
0.8383838383838385,1.209789173706657e-07
0.8484848484848485,2.819145618481296e-07
0.8585858585858587,7.256380065044563e-07
0.8686868686868687,1.8914809381522268e-06
0.8787878787878789,5.105308482417843e-06
0.888888888888889,1.3418541570121178e-05
0.8989898989898991,3.471774654005969e-05
0.9090909090909092,9.761513321789094e-05
0.9191919191919192,0.0002407156592814235
0.9292929292929294,0.0006513717972960785
0.9393939393939394,0.0017288467192861636
0.9494949494949496,0.004648171656165881
0.9595959595959597,0.0120504981518744
0.9696969696969697,0.03370077018494031
0.9797979797979799,0.08590086850056873
0.98989898989899,0.2337086184298435
1.0,0.6272161962954544
